Country,position,Trait,DATE,Prop
Norway,First,Mental disorders,2019,0.0425531914893617
Norway,First,Musculoskeletal disorders,2019,0
Norway,First,Neurological disorders,2019,0
Norway,First,Skin disease,2019,0
Norway,Senior,All traits,2019,0.0146276595744681
Norway,Senior,Cancer,2019,0
Norway,Senior,Chronic respiratory disease,2019,0
Norway,Senior,CVD,2019,0
Norway,Senior,Diabetes and CKD,2019,0.0178571428571429
Norway,Senior,Digestive diseases,2019,0.00297619047619048
Norway,Senior,Mental disorders,2019,0.0460992907801418
Norway,Senior,Musculoskeletal disorders,2019,0
Norway,Senior,Neurological disorders,2019,0.0196078431372549
Norway,Senior,Skin disease,2019,0
Poland,All,Cancer,2019,0.00158782910527676
Poland,All,Neurological disorders,2019,0.00330534154063566
Poland,First,Neurological disorders,2019,0
Poland,Senior,Neurological disorders,2019,0
Portugal,First,CVD,2019,0
Portugal,First,Neurological disorders,2019,0
Portugal,First,Skin disease,2019,0
Portugal,Senior,CVD,2019,0
Portugal,Senior,Neurological disorders,2019,0
Portugal,Senior,Skin disease,2019,0
Qatar,First,Cancer,2019,0
Qatar,Senior,Cancer,2019,0
Qatar,Senior,Musculoskeletal disorders,2019,0
Republic of Korea,First,CVD,2019,0
Republic of Korea,Senior,CVD,2019,0
Saudi Arabia,First,Digestive diseases,2019,0
Singapore,All,All traits,2019,0.00295502639132735
Singapore,All,Cancer,2019,0.00737008089949267
Singapore,All,CVD,2019,0.000808080808080808
Singapore,All,Diabetes and CKD,2019,0.0131881534663423
Singapore,All,Digestive diseases,2019,0.00268252462275233
Singapore,First,All traits,2019,0.00620567375886525
Singapore,First,Cancer,2019,0
Singapore,First,Chronic respiratory disease,2019,0
Singapore,First,CVD,2019,0
Singapore,First,Diabetes and CKD,2019,0
Singapore,First,Digestive diseases,2019,0
Singapore,First,Neurological disorders,2019,0
Singapore,First,Skin disease,2019,0
Singapore,Senior,All traits,2019,0.00147754137115839
Singapore,Senior,Cancer,2019,0.00490196078431373
Singapore,Senior,Chronic respiratory disease,2019,0
Singapore,Senior,CVD,2019,0
Singapore,Senior,Diabetes and CKD,2019,0.00595238095238095
Singapore,Senior,Digestive diseases,2019,0
Singapore,Senior,Neurological disorders,2019,0
Singapore,Senior,Skin disease,2019,0
South Africa,First,Mental disorders,2019,0.0212765957446809
South Africa,First,Musculoskeletal disorders,2019,0
South Africa,Senior,Mental disorders,2019,0.0212765957446809
South Africa,Senior,Musculoskeletal disorders,2019,0
South Korea,All,All traits,2019,0.036827900579465
South Korea,All,Cancer,2019,0.00982106129164953
South Korea,All,Chronic respiratory disease,2019,0.0501089324618736
South Korea,All,CVD,2019,0.104978354978355
South Korea,All,Diabetes and CKD,2019,0.0730519480519481
South Korea,All,Digestive diseases,2019,0.0370475113122172
South Korea,All,Mental disorders,2019,0.000861195542046606
South Korea,First,All traits,2019,0.0332446808510638
South Korea,First,Cancer,2019,0
South Korea,First,Chronic respiratory disease,2019,0.0520833333333333
South Korea,First,CVD,2019,0.0909090909090909
South Korea,First,Diabetes and CKD,2019,0.0714285714285714
South Korea,First,Digestive diseases,2019,0.0357142857142857
South Korea,First,Musculoskeletal disorders,2019,0
South Korea,First,Neurological disorders,2019,0
South Korea,First,Skin disease,2019,0
South Korea,First,Substance use,2019,0
South Korea,Senior,All traits,2019,0.037677304964539
South Korea,Senior,Cancer,2019,0
South Korea,Senior,Chronic respiratory disease,2019,0.0416666666666667
South Korea,Senior,CVD,2019,0.121212121212121
South Korea,Senior,Diabetes and CKD,2019,0.0714285714285714
South Korea,Senior,Digestive diseases,2019,0.0357142857142857
South Korea,Senior,Mental disorders,2019,0.00177304964539007
South Korea,Senior,Musculoskeletal disorders,2019,0
South Korea,Senior,Neurological disorders,2019,0
South Korea,Senior,Skin disease,2019,0
South Korea,Senior,Substance use,2019,0
Spain,All,All traits,2019,0.0325578586507833
Spain,All,Cancer,2019,0.00928225812246112
Spain,All,Chronic respiratory disease,2019,0.0241896128844658
Spain,All,CVD,2019,0.0432240665135402
Spain,All,Diabetes and CKD,2019,0.0076530612244898
Spain,All,Digestive diseases,2019,0.0240080922400498
Spain,All,Mental disorders,2019,0.0626966764832576
Spain,All,Musculoskeletal disorders,2019,0.00452898550724638
Spain,All,Neurological disorders,2019,0.112998516182976
Spain,All,Skin disease,2019,0.0188535309503051
Spain,First,All traits,2019,0.0301418439716312
Spain,First,Cancer,2019,0.00490196078431373
Spain,First,Chronic respiratory disease,2019,0.0416666666666667
Spain,First,CVD,2019,0.0606060606060606
Spain,First,Diabetes and CKD,2019,0.0357142857142857
Spain,First,Digestive diseases,2019,0.0208333333333333
Spain,First,Mental disorders,2019,0.0638297872340426
Spain,First,Musculoskeletal disorders,2019,0
Spain,First,Neurological disorders,2019,0.0882352941176471
Spain,First,Skin disease,2019,0
Spain,Senior,All traits,2019,0.0265957446808511
Spain,Senior,Cancer,2019,0
Spain,Senior,Chronic respiratory disease,2019,0.0416666666666667
Spain,Senior,CVD,2019,0.0606060606060606
Spain,Senior,Diabetes and CKD,2019,0.0357142857142857
Spain,Senior,Digestive diseases,2019,0.0178571428571429
Spain,Senior,Mental disorders,2019,0.0638297872340426
Spain,Senior,Musculoskeletal disorders,2019,0
Spain,Senior,Neurological disorders,2019,0.0588235294117647
Spain,Senior,Skin disease,2019,0
Sweden,All,All traits,2019,0.0297171736643462
Sweden,All,Cancer,2019,0.00769275200871716
Sweden,All,Chronic respiratory disease,2019,0.0653948388323388
Sweden,All,CVD,2019,0.0169633415028152
Sweden,All,Diabetes and CKD,2019,0.0258631922394183
Sweden,All,Digestive diseases,2019,0.0205633884408607
Sweden,All,Mental disorders,2019,0.0603207719548552
Sweden,All,Musculoskeletal disorders,2019,0.00634057971014493
Sweden,All,Neurological disorders,2019,0.020200221955518
Sweden,All,Skin disease,2019,0.00806451612903226
Sweden,First,All traits,2019,0.0210992907801418
Sweden,First,Cancer,2019,0
Sweden,First,Chronic respiratory disease,2019,0.0416666666666667
Sweden,First,CVD,2019,0.0303030303030303
Sweden,First,Diabetes and CKD,2019,0.0178571428571429
Sweden,First,Digestive diseases,2019,0.0133928571428571
Sweden,First,Mental disorders,2019,0.0382978723404255
Sweden,First,Musculoskeletal disorders,2019,0
Sweden,First,Neurological disorders,2019,0
Sweden,Senior,All traits,2019,0.0353132387706856
Sweden,Senior,Cancer,2019,0
Sweden,Senior,Chronic respiratory disease,2019,0.0833333333333333
Sweden,Senior,CVD,2019,0.0303030303030303
Sweden,Senior,Diabetes and CKD,2019,0.0178571428571429
Sweden,Senior,Digestive diseases,2019,0.0267857142857143
Sweden,Senior,Mental disorders,2019,0.057919621749409
Sweden,Senior,Musculoskeletal disorders,2019,0
Sweden,Senior,Skin disease,2019,0
Switzerland,All,All traits,2019,0.0013048454677391
Switzerland,All,Chronic respiratory disease,2019,0.000563063063063063
Switzerland,All,Digestive diseases,2019,0.00129118467663563
Switzerland,All,Mental disorders,2019,0.0019697678634617
Switzerland,Senior,Neurological disorders,2019,0
Taiwan,All,Mental disorders,2019,0.00113981762917933
Turkey,Senior,Musculoskeletal disorders,2019,0.0833333333333333
Turkey,Senior,Neurological disorders,2019,0
Turkey,Senior,Skin disease,2019,0
Uganda,Senior,Cancer,2019,0
United Arab Emirates,Senior,Substance use,2019,0
United Kingdom,All,All traits,2019,0.10868559333572
United Kingdom,All,Cancer,2019,0.080675440524723
United Kingdom,All,Chronic respiratory disease,2019,0.0936609645089504
United Kingdom,All,CVD,2019,0.0816354929931485
United Kingdom,All,Diabetes and CKD,2019,0.0858865926692092
United Kingdom,All,Digestive diseases,2019,0.14502407063282
United Kingdom,All,Mental disorders,2019,0.110115062854234
United Kingdom,All,Musculoskeletal disorders,2019,0.371187025534852
United Kingdom,All,Neurological disorders,2019,0.134258546331382
United Kingdom,All,Skin disease,2019,0.254365120730829
United Kingdom,First,All traits,2019,0.107550236406619
United Kingdom,First,Cancer,2019,0.0759803921568628
United Kingdom,First,Chronic respiratory disease,2019,0.078125
United Kingdom,First,CVD,2019,0.071969696969697
United Kingdom,First,Diabetes and CKD,2019,0.0773809523809524
United Kingdom,First,Digestive diseases,2019,0.139880952380952
United Kingdom,First,Mental disorders,2019,0.138534278959811
United Kingdom,First,Musculoskeletal disorders,2019,0.388888888888889
United Kingdom,First,Neurological disorders,2019,0.0808823529411765
United Kingdom,First,Skin disease,2019,0.1875
United Kingdom,First,Substance use,2019,0
United Kingdom,Senior,All traits,2019,0.118528368794326
United Kingdom,Senior,Cancer,2019,0.0808823529411765
United Kingdom,Senior,Chronic respiratory disease,2019,0.0520833333333333
United Kingdom,Senior,CVD,2019,0.0909090909090909
United Kingdom,Senior,Diabetes and CKD,2019,0.0625
United Kingdom,Senior,Digestive diseases,2019,0.204464285714286
United Kingdom,Senior,Mental disorders,2019,0.134751773049645
United Kingdom,Senior,Musculoskeletal disorders,2019,0.416666666666667
United Kingdom,Senior,Neurological disorders,2019,0.117647058823529
United Kingdom,Senior,Skin disease,2019,0.375
United Kingdom,Senior,Substance use,2019,0
United States,All,All traits,2019,0.390511907546704
United States,All,Cancer,2019,0.370931571919334
United States,All,Chronic respiratory disease,2019,0.461818892414854
United States,All,CVD,2019,0.399046300589363
United States,All,Diabetes and CKD,2019,0.394641328684124
United States,All,Digestive diseases,2019,0.303697315917287
United States,All,Mental disorders,2019,0.387369080591631
United States,All,Musculoskeletal disorders,2019,0.150474465148378
United States,All,Neurological disorders,2019,0.485583028382498
United States,All,Skin disease,2019,0.261510414692392
United States,All,Substance use,2019,1
United States,First,All traits,2019,0.414327929753462
United States,First,Cancer,2019,0.404411764705882
United States,First,Chronic respiratory disease,2019,0.416666666666667
United States,First,CVD,2019,0.434343434343434
United States,First,Diabetes and CKD,2019,0.395408163265306
United States,First,Digestive diseases,2019,0.334821428571429
United States,First,Mental disorders,2019,0.368557919621749
United States,First,Musculoskeletal disorders,2019,0.166666666666667
United States,First,Neurological disorders,2019,0.656862745098039
United States,First,Skin disease,2019,0.375
United States,First,Substance use,2019,1
United States,Senior,All traits,2019,0.416037656197231
United States,Senior,Cancer,2019,0.425770308123249
United States,Senior,Chronic respiratory disease,2019,0.505952380952381
United States,Senior,CVD,2019,0.424242424242424
United States,Senior,Diabetes and CKD,2019,0.412797619047619
United States,Senior,Digestive diseases,2019,0.305803571428571
United States,Senior,Mental disorders,2019,0.392434988179669
United States,Senior,Musculoskeletal disorders,2019,0.166666666666667
United States,Senior,Neurological disorders,2019,0.686274509803922
United States,Senior,Skin disease,2019,0.267857142857143
United States,Senior,Substance use,2019,1
Australia,All,All traits,2020,0.040724561367719
Australia,All,Cancer,2020,0.121669350305912
Australia,All,CVD,2020,0.0765325713099686
Australia,All,Diabetes and CKD,2020,0.0120614035087719
Australia,All,Mental disorders,2020,0.0214187074964939
Australia,All,Musculoskeletal disorders,2020,0.185483870967742
Australia,All,Neurological disorders,2020,0.107928240740741
Australia,All,Skin disease,2020,0.5
Australia,First,All traits,2020,0.0523809523809524
Australia,First,Cancer,2020,0.119791666666667
Australia,First,Chronic respiratory disease,2020,0
Australia,First,CVD,2020,0.129166666666667
Australia,First,Diabetes and CKD,2020,0.0138888888888889
Australia,First,Digestive diseases,2020,0
Australia,First,Mental disorders,2020,0.0263157894736842
Australia,First,Musculoskeletal disorders,2020,0.25
Australia,First,Neurological disorders,2020,0.194444444444444
Australia,First,Skin disease,2020,0.5
Australia,First,Substance use,2020,0
Australia,Senior,All traits,2020,0.0404761904761905
Australia,Senior,Cancer,2020,0.140625
Australia,Senior,Chronic respiratory disease,2020,0
Australia,Senior,CVD,2020,0.0833333333333333
Australia,Senior,Diabetes and CKD,2020,0.0185185185185185
Australia,Senior,Digestive diseases,2020,0
Australia,Senior,Mental disorders,2020,0.0263157894736842
Australia,Senior,Musculoskeletal disorders,2020,0
Australia,Senior,Neurological disorders,2020,0.166666666666667
Australia,Senior,Skin disease,2020,0.5
Australia,Senior,Substance use,2020,0
Austria,First,Cancer,2020,0
Austria,Senior,Cancer,2020,0
Belgium,All,All traits,2020,0.00305366029552417
Belgium,All,Neurological disorders,2020,0.010752688172043
Belgium,First,All traits,2020,0
Belgium,First,Neurological disorders,2020,0
Belgium,Senior,Musculoskeletal disorders,2020,0
Belgium,Senior,Neurological disorders,2020,0
Benin,First,Chronic respiratory disease,2020,0
Benin,First,Skin disease,2020,0
Canada,All,All traits,2020,0.0365488295754214
Canada,All,Cancer,2020,0.00600248323013416
Canada,All,Chronic respiratory disease,2020,0.00142045454545455
Canada,All,CVD,2020,0.0829487749170891
Canada,All,Diabetes and CKD,2020,0.0374025341130604
Canada,All,Digestive diseases,2020,0.0317460317460317
Canada,All,Mental disorders,2020,0.0364260835913313
Canada,All,Neurological disorders,2020,0.00268817204301075
Canada,First,All traits,2020,0.0595238095238095
Canada,First,Cancer,2020,0
Canada,First,Chronic respiratory disease,2020,0
Canada,First,CVD,2020,0.1375
Canada,First,Diabetes and CKD,2020,0.0555555555555556
Canada,First,Digestive diseases,2020,0.0476190476190476
Canada,First,Mental disorders,2020,0.0526315789473684
Canada,First,Musculoskeletal disorders,2020,0
Canada,First,Neurological disorders,2020,0.0833333333333333
Canada,First,Skin disease,2020,0
Canada,Senior,All traits,2020,0.0428571428571429
Canada,Senior,Cancer,2020,0
Canada,Senior,Chronic respiratory disease,2020,0
Canada,Senior,CVD,2020,0.1
Canada,Senior,Diabetes and CKD,2020,0.0277777777777778
Canada,Senior,Digestive diseases,2020,0.0238095238095238
Canada,Senior,Mental disorders,2020,0.0526315789473684
Canada,Senior,Musculoskeletal disorders,2020,0
Canada,Senior,Neurological disorders,2020,0
Canada,Senior,Skin disease,2020,0
Chile,First,Neurological disorders,2020,0
Chile,Senior,Chronic respiratory disease,2020,0.0909090909090909
Chile,Senior,Neurological disorders,2020,0
China,All,All traits,2020,0.163856235001838
China,All,Cancer,2020,0.244161184210526
China,All,Chronic respiratory disease,2020,0.0909090909090909
China,All,CVD,2020,0.0515735815602837
China,All,Diabetes and CKD,2020,0.184852016269989
China,All,Digestive diseases,2020,0.292999723218888
China,All,Mental disorders,2020,0.178421414733945
China,All,Musculoskeletal disorders,2020,0.032258064516129
China,All,Neurological disorders,2020,0.194270833333333
China,All,Skin disease,2020,0.03125
China,First,All traits,2020,0.160714285714286
China,First,Cancer,2020,0.2421875
China,First,Chronic respiratory disease,2020,0.0909090909090909
China,First,CVD,2020,0.05
China,First,Diabetes and CKD,2020,0.166666666666667
China,First,Digestive diseases,2020,0.285714285714286
China,First,Mental disorders,2020,0.175438596491228
China,First,Musculoskeletal disorders,2020,0.25
China,First,Neurological disorders,2020,0.138888888888889
China,First,Skin disease,2020,0
China,First,Substance use,2020,0
China,Senior,All traits,2020,0.163492063492064
China,Senior,Cancer,2020,0.25
China,Senior,Chronic respiratory disease,2020,0.0909090909090909
China,Senior,CVD,2020,0.05
China,Senior,Diabetes and CKD,2020,0.166666666666667
China,Senior,Digestive diseases,2020,0.285714285714286
China,Senior,Mental disorders,2020,0.184210526315789
China,Senior,Musculoskeletal disorders,2020,0.25
China,Senior,Neurological disorders,2020,0.111111111111111
China,Senior,Skin disease,2020,0
China,Senior,Substance use,2020,0
Denmark,All,All traits,2020,0.027923688216964
Denmark,All,Cancer,2020,0.0119649422268908
Denmark,All,CVD,2020,0.0260600386876556
Denmark,All,Diabetes and CKD,2020,0.00595238095238095
Denmark,All,Digestive diseases,2020,0.050453514739229
Denmark,All,Mental disorders,2020,0.0335231290371899
Denmark,All,Neurological disorders,2020,0.0292712066905615
Denmark,First,All traits,2020,0.0428571428571429
